,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
202,ROOFTOP,"1, Jalan Tun Fuad Stephens, Pusat Bandar Kota Kinabalu, 88000 Kota Kinabalu, Sabah, Malaysia",ChIJZzdhHIZpOzIRr_9CABl11w8,Suria Sabah,5.9869207,116.0772856,1,88000,OK,"establishment,point_of_interest,shopping_mall"
203,GEOMETRIC_CENTER,"Block D, Lot No. 23 & 23A, Ground Floor, Coastal Highway, Kota Kinabalu Times Square, Sabah, 88100 Kota Kinabalu, Malaysia",ChIJ-y_vl7hpOzIR_iEOD7ZN2Mk,Sutera Avenue,5.967525,116.0657448,1,88100,OK,"establishment,point_of_interest,shopping_mall"
204,ROOFTOP,"Wisma merdeka, Pusat Bandar Kota Kinabalu, 88000 Kota Kinabalu, Sabah, Malaysia",ChIJx0YlTo9pOzIRqDvCkT9PFDI,Wisma Merdeka,5.9854959,116.07607,1,88000,OK,"establishment,florist,point_of_interest,store"
205,ROOFTOP,"409, Jln Kampung Baru, 97000 Bintulu, Sarawak, Malaysia",ChIJt56npfXAHTIRW3nVmHLfKhE,Street Mall Bintulu Paragon,3.1698567,113.0493879,2,97000,OK,"establishment,point_of_interest,shopping_mall"
206,GEOMETRIC_CENTER,"97000 Bintulu, Sarawak, Malaysia",ChIJ_ZnV0zbBHTIROMVv66gSveo,Times Square Mega Mall,3.1976144,113.0881229,1,97000,OK,"establishment,point_of_interest,shopping_mall"
207,GEOMETRIC_CENTER,"Kota Samarahan (Link), Kampung Melaban, 94300 Kota Samarahan, Sarawak, Malaysia",ChIJfXcomDai-zERz-25oO6aCkI,Aiman Mall,1.4558211,110.4449781,1,94300,OK,"establishment,point_of_interest,shopping_mall"
208,GEOMETRIC_CENTER,"Jalan Datuk Mohammad Musa, 94300 Kota Samarahan, Sarawak, Malaysia",ChIJDVwlAk-i-zERe-mZeB-flMM,Summer Mall,1.4547453,110.4587823,1,94300,OK,"establishment,point_of_interest,shopping_mall"
209,GEOMETRIC_CENTER,"No 88 Lot 3458 Block 10 KCLD Jalan Datuk Patinggi Ahmad Zaidi Adruce 93150, 93200 Kuching, Sarawak, Malaysia",ChIJ5UbaZnun-zER-OOZjnHDoIo,ÆON Kuching Central,1.5274058,110.3372658,1,93200,OK,"establishment,point_of_interest,shopping_mall"
210,ROOFTOP,"101 Arnould Blvd, Lafayette, LA 70506, USA",ChIJpVEO9jqcJIYRKqlipSvwkVk,Boulevard Shopping Mall,30.201929,-92.0531473,1,70506,OK,"establishment,point_of_interest,shopping_mall"
211,ROOFTOP,"T20, Mall 2 City One Megamall, 1, Jalan Song, Taman Phoning, 93350 Kuching, Sarawak, Malaysia",ChIJV2aCyhSn-zER02e58DpADVM,CityOne Megamall,1.5203427,110.3548548,1,93350,OK,"establishment,point_of_interest,shopping_mall"
212,ROOFTOP,"4050 Tangle Dr # A, Richmond, VA 23228, USA",ChIJy_skpbsVsYkRWGXlEA9vHQw,Crown Square,37.6217817,-77.5014515,1,23228,OK,"establishment,point_of_interest"
213,ROOFTOP,"8650 TX-121, Frisco, TX 75034, USA",ChIJQ-UuI-o8TIYRSTxa3vExea4,EG Mall,33.0970443,-96.808968,2,75034,OK,"bar,establishment,food,point_of_interest,restaurant"
214,ROOFTOP,"600 N Moore St # 45, Electra, TX 76360, USA",ChIJNyZ17rhIU4YRraGyIKnJX3Q,Electra House,34.0305862,-98.9080429,1,76360,OK,"establishment,local_government_office,point_of_interest"
215,GEOMETRIC_CENTER,"Unit No.167, Ground Floor, Emart One Stop Shopping Mall, Batu Kawah, 93250 Sarawak, Malaysia",ChIJX8YcTI4J-zER78vlE9Ejuvo,Emart Batu Kawah One Stop Shopping Mall,1.5067909,110.2987248,1,93250,OK,"establishment,food,point_of_interest,restaurant"
216,GEOMETRIC_CENTER,"93250 Kuching, Sarawak, Malaysia",ChIJOch6lFsJ-zERRTmRZkxKNCM,Genesis Parade,1.5054878,110.2522746,1,93250,OK,"establishment,point_of_interest,shopping_mall"
217,GEOMETRIC_CENTER,"Lorong Lapangan Terbang 2, Green Heights, 93250 Kuching, Sarawak, Malaysia",ChIJbTPON0yn-zERgUx0g5PW0-s,Green Heights Mall,1.50216,110.34631,1,93250,OK,"establishment,point_of_interest,shopping_mall"
218,ROOFTOP,"3826 E Frank Phillips Blvd, Bartlesville, OK 74006, USA",ChIJwS1TW04St4cREhua6NSwJf0,Hills Shopping Mall,36.7506714,-95.9340143,1,74006,OK,"establishment,point_of_interest,shopping_mall"
219,ROOFTOP,"L2-13, Hock Lee Centre, Jalan Datuk Abang Abdul Rahim, 93450 Kuching, Sarawak, Malaysia",ChIJ60QQ5ben-zERihR2cRSjQ2w,Hock Lee Centre (under renovation),1.552648,110.367504,1,93450,OK,"electronics_store,establishment,home_goods_store,point_of_interest,store"
220,GEOMETRIC_CENTER,"Jalan P. Ramlee, 93400 Kuching, Sarawak, Malaysia",ChIJ0_AI0PKn-zERzmtoYYMbm6M,Hopoh Shopping Centre,1.553947,110.340508,1,93400,OK,"establishment,point_of_interest,shopping_mall"
221,GEOMETRIC_CENTER,"Jalan Kuching Ranger Depot, Kota Sentosa, 93250 Kuching, Sarawak, Malaysia",ChIJPWEWmpyg-zERGXli85yk8RA,Kuching Sentral,1.4816929,110.3327724,1,93250,OK,"establishment,point_of_interest,travel_agency"
222,ROOFTOP,"41, Jalan P. Ramlee, 93400 Kuching, Sarawak, Malaysia",ChIJrYkW_fKn-zERFX83HXrGMmc,Majma Mall,1.55517,110.3398883,1,93400,OK,"establishment,point_of_interest,shopping_mall"
223,GEOMETRIC_CENTER,"Taman Matang Jaya, 93050 Kuching, Sarawak, Malaysia",ChIJnRQszNkH-zERbcIXvYrntXw,Matang Mall,1.5746029,110.2960852,1,93050,OK,"establishment,point_of_interest,shopping_mall"
224,ROOFTOP,"55, Lor Moyan Utama 1, 93250 Kuching, Sarawak, Malaysia",ChIJOVsCe-IL-zERtJbvZiNtCQI,Moyan Square,1.4991868,110.251008,1,93250,OK,"establishment,point_of_interest,shopping_mall"
225,ROOFTOP,"11430, Jalan Song, Tabuan Heights, 93350 Kuching, Sarawak, Malaysia",ChIJrc_T1BWn-zERGWo82CjtwzQ,OneJaya Lifestyle Mall,1.5180512,110.3658551,1,93350,OK,"establishment,point_of_interest"
226,ROOFTOP,"Lot, 9, Lor Stutong 16, Kampung Stutong Baru, 93350 Kuching, Sarawak, Malaysia",ChIJXRDckiin-zERbiGD1TSr1ug,One TJ ICT Shopping Complex,1.5064467,110.3746877,1,93350,OK,"electronics_store,establishment,point_of_interest,store"
227,GEOMETRIC_CENTER,"Papillon Street, Chiyo, Hakata-ku, Fukuoka-shi, Fukuoka-ken 812-0044, Japan",ChIJEVRnfNyRQTUR-3i5HWJnIL4,Papillon Street Mall,33.6018732,130.4143514,1,812-0044,OK,route
228,ROOFTOP,"88, Jalan Pearl, 93000 Kuching, Sarawak, Malaysia",ChIJKXOlDu6n-zERSKBAccqMThA,Plaza Merdeka,1.5582977,110.3442148,1,93000,OK,"establishment,point_of_interest,shopping_mall"
229,GEOMETRIC_CENTER,"Jalan Tunku Abdul Rahman, 93100 Kuching, Sarawak, Malaysia",ChIJxTI1fumn-zERWFarXNd_Ggk,Riverside Shopping Complex,1.557896,110.351547,1,93100,OK,"establishment,point_of_interest,shopping_mall"
230,GEOMETRIC_CENTER,"Jalan Tunku Abdul Rahman, 93100 Kuching, Sarawak, Malaysia",ChIJ1acsHuqn-zERfcZi5B8SikU,Sarawak Plaza,1.557794,110.3534122,1,93100,OK,"atm,establishment,finance,point_of_interest"
231,ROOFTOP,"64, Jalan Simpang Tiga, Kampung Kenyalang Park, 93300 Kuching, Sarawak, Malaysia",ChIJ-51uE6Cn-zERdPThflnpP_A,ST3 Mall,1.5360097,110.3561021,1,93300,OK,"establishment,point_of_interest,shopping_mall"
232,GEOMETRIC_CENTER,"304, Persiaran, 93300 Kuching, Sarawak, Malaysia",ChIJNfuDY6Cn-zERvKQMPnRpF04,The Spring Shopping Mall,1.5357959,110.3579725,1,93300,OK,"establishment,point_of_interest,shopping_mall"
233,ROOFTOP,"57, Jalan Tunku Abdul Rahman, 93100 Kuching, Sarawak, Malaysia",ChIJMxI1GOqn-zERe5fd5SEvu3M,Tun Jugah Mall,1.5573089,110.353401,2,93100,OK,"establishment,point_of_interest,shopping_mall"
234,GEOMETRIC_CENTER,"Ground Floor, Jalan Wan Alwi, 93350 Kuching, Sarawak, Malaysia",ChIJSQayGQWn-zERvJDO9nzBZsE,Vivacity Megamall,1.5272437,110.3685495,1,93350,OK,"clothing_store,establishment,food,grocery_or_supermarket,movie_theater,point_of_interest,shopping_mall,store"
235,ROOFTOP,"Wisma Saberkas, 3, Jalan Tun Abang Haji Openg, Kuching, Sarawak, Malaysia",ChIJN6tB-YKn-zER0w8kMhvUhxM,Wisma Saberkas,1.5371692,110.3401903,1,,OK,premise
236,ROOFTOP,"Wisma Satok, Jalan Satok, 93400 Kuching, Sarawak, Malaysia",ChIJS7Wvy_Sn-zER2ogeJaGRwL0,Wisma Satok,1.5535837,110.3351635,1,93400,OK,premise
237,ROOFTOP,"Jl. A. Mappanyukki No.50 F, Kunjung Mae, Mariso, Kota Makassar, Sulawesi Selatan 90125, Indonesia",ChIJnymczVkdvy0RZ6OzzQD2Mao,Wisma Sentosa,-5.1525942,119.4145408,1,90125,OK,"establishment,lodging,point_of_interest"
238,GEOMETRIC_CENTER,"Pekan Limbang, 98700 Limbang, Sarawak, Malaysia",ChIJJXwF80iPIjIRfl-lKhk9T5c,Limbang Plaza,4.755131,115.0093782,1,98700,OK,"establishment,point_of_interest"
239,ROOFTOP,"Lot 1264, Jalan Miri Pujut, Bintang Jaya, 98000 Miri, Sarawak, Malaysia",ChIJwU1sCCxPHzIR38IwE7G8EgQ,Bintang Megamall,4.3970478,113.9932847,1,98000,OK,"establishment,point_of_interest,shopping_mall"
240,ROOFTOP,"2528, Jalan Boulevard 1b, Boulevard Commercial Centre, 98000 Miri, Sarawak, Malaysia",ChIJISnM_-dOHzIRQr_Q1a3yK7Q,Boulevard Shopping Mall Miri,4.415049,114.01306,1,98000,OK,"establishment,point_of_interest,shopping_mall"
241,ROOFTOP,"3451 Dogwood Rd, El Centro, CA 92243, USA",ChIJTb53w41m14ARxUrvxyP1YIg,Imperial Mall,32.763788,-115.530637,1,92243,OK,"establishment,point_of_interest,shopping_mall"
242,GEOMETRIC_CENTER,"Lot 8755, Block 1, Jalan Miri Bintulu, Lambir Land District, 98000 Miri, Sarawak, Malaysia",ChIJl1soO0lIHzIRFAOk05BxpI8,Mega Emart Riam,4.3437625,113.9930577,1,98000,OK,"establishment,food,grocery_or_supermarket,point_of_interest,shopping_mall,store"
244,GEOMETRIC_CENTER,"Jalan Pasar Lutong, Lutong, 98000 Miri, Sarawak, Malaysia",ChIJTazKyilOHzIR6R1ymSgnA_Q,MYY Mall,4.4708271,114.0101457,1,98000,OK,"establishment,point_of_interest,shopping_mall"
245,GEOMETRIC_CENTER,"98000 Miri, Sarawak, Malaysia",ChIJk_8V7C1PHzIR2EQYX_uYF6I,Permaisuri Imperial City Mall,4.4005281,113.990354,1,98000,OK,"establishment,point_of_interest,shopping_mall"
246,GEOMETRIC_CENTER,"Lot 3244, Block 11, KBLD Bandar Baru Permy Jaya, 98000 Miri, Sarawak, Malaysia",ChIJNQ23dAVOHzIR0_0e66Y2yEE,Permy Mall,4.4502985,114.0384475,1,98000,OK,"establishment,point_of_interest,shopping_mall"
247,GEOMETRIC_CENTER,"Jalan Merbau, 98000 Miri, Sarawak, Malaysia",ChIJ1xpDyjJPHzIR1PGW-L9My0c,Soon Hup Tower,4.397014,113.9877382,1,98000,OK,"establishment,point_of_interest,shopping_mall"
248,ROOFTOP,"Jl. M. T. Haryono No.8-9, Pusat Ps., Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia",ChIJfUn_3rYxMTARVw_rYkxCvhk,Medan Mall,3.5879474,98.6867037,1,20212,OK,"establishment,point_of_interest,shopping_mall"
249,ROOFTOP,"7700 E Kellogg Dr, Wichita, KS 67207, USA",ChIJZfKSnrz8uocRSKb4c3PF3dI,Eastern Mall,37.6832262,-97.2469947,1,67207,OK,"establishment,point_of_interest,shopping_mall"
250,ROOFTOP,"301 N Lincoln Rd #200, Escanaba, MI 49829, USA",ChIJjRqIdoy8TU0Ri1bOSP8zxEQ,Delta Mall,45.7482647,-87.0817195,1,49829,OK,"establishment,point_of_interest,shopping_mall"
251,ROOFTOP,"Jl. M. T. Haryono No.8-9, Pusat Ps., Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia",ChIJfUn_3rYxMTARVw_rYkxCvhk,Medan Mall,3.5879474,98.6867037,1,20212,OK,"establishment,point_of_interest,shopping_mall"
252,ROOFTOP,"No.16, 18 ground floor, 9A, Jln Wawasan, 96000 Sibu, Sarawak, Malaysia",ChIJPfk0XT9_9zERqQAiwUyeVkg,Medan Unicity,2.3427447,111.8315164,1,96000,OK,"establishment,food,point_of_interest"
253,GEOMETRIC_CENTER,"Jln Kampung Nyabor, Pekan Sibu, 96000 Sibu, Sarawak, Malaysia",ChIJnwUoM9x_9zERbQkSK0LpiuQ,Sarawak House Shopping Complex,2.289487,111.8299852,2,96000,OK,"establishment,point_of_interest"
254,GEOMETRIC_CENTER,"Jalan Tunku Abdul Rahman, Pekan Sibu, 96000 Sibu, Sarawak, Malaysia",ChIJ45HbCiOA9zERo6dhdpxfM_s,Star Mega Mall,2.3049171,111.86407,1,96000,OK,"establishment,point_of_interest,shopping_mall"
255,ROOFTOP,"Wisma Sanyan, Pekan Sibu, 96000 Sibu, Sarawak, Malaysia",ChIJhX-1vNt_9zERgTJ41L75uWk,Wisma Sanyan,2.290556,111.825278,1,96000,OK,premise
256,GEOMETRIC_CENTER,"Jalan Mamanda 3, Taman Dato Ahmad Razali, 68000 Ampang, Selangor, Malaysia",ChIJARbLyKk3zDERvtwr2qk3obI,Ampang Point,3.157803,101.750963,1,68000,OK,"establishment,point_of_interest,shopping_mall"
257,GEOMETRIC_CENTER,"Jalan Cempaka, Taman Cempaka Ampang, Selangor, 68000, Malaysia",ChIJqdxcUVk2zDERTdjv7tDahDE,Axis Atrium,3.136697,101.747061,1,68000,OK,"establishment,point_of_interest,shopping_mall"
258,ROOFTOP,"Jalan Dagang 5, Taman Dagang, 68000 Ampang, Selangor, Malaysia",ChIJxV2O5_42zDERDLZBbx_QiE8,Galaxy Ampang,3.1469408,101.7557673,1,68000,OK,"establishment,premise"
259,GEOMETRIC_CENTER,"Jalan Sabah, Taman Melawati, 53100 Ampang, Selangor, Malaysia",ChIJ8Si1b0o4zDERkLqhHn2rvM0,Melawati Mall[27],3.210577,101.748695,1,53100,OK,"establishment,point_of_interest,shopping_mall"
260,ROOFTOP,"Pandan Capital, Persiaran Mpaj, Pandan Indah, 55100 Ampang, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJ9TvqX4o2zDERmetNfbDTNjI,Pandan Capital Mall,3.128888,101.7538779,1,55100,OK,"establishment,point_of_interest,shopping_mall"
261,ROOFTOP,"670 Spectrum Center Dr, Irvine, CA 92618, USA",ChIJR892-fvn3IARQnnqgTu-Phc,Spectrum Shopping Mall,33.650994,-117.7438903,2,92618,OK,"establishment,point_of_interest,shopping_mall"
262,GEOMETRIC_CENTER,"Jalan S 1/1, Tun Hussein Onn, 43200 Batu 9 Cheras, Selangor, Malaysia",ChIJAfJySc00zDERSmbCmFHS2m4,ÆON Cheras Selatan Shopping Centre,3.03339,101.76482,1,43200,OK,"department_store,establishment,point_of_interest,shopping_mall,store"
263,GEOMETRIC_CENTER,"LOT G23 GF AEON MAHKOTA CHERAS, 21/9, Jalan Temenggung, Bandar Mahkota Cheras, 43200 Selangor, Malaysia",ChIJzbHOMpg0zDERKvz-MgYKEsU,ÆON Mahkota Cheras Shopping Centre,3.0546057,101.787275,1,43200,OK,"establishment,point_of_interest,store"
264,GEOMETRIC_CENTER,"RZ EVO ""Homestay' SOHO Komplek EVO, Jalan Pusat Bandar 2, Bandar Baru Bangi, 43560 Bangi, Selangor, Malaysia",ChIJo5DN89LLzTERdVDfkuczCRI,Evo Bangi (BBB),2.9628948,101.7546713,1,43560,OK,"establishment,lodging,point_of_interest"
265,GEOMETRIC_CENTER,"Bangi Gateway, Seksyen 15, 43650 Bandar Baru Bangi, Selangor, Malaysia",ChIJESPI7RLJzTEREW49D-1gnO0,Bangi Gateway (BBB),2.9334213,101.7648291,1,43650,OK,route
266,GEOMETRIC_CENTER,"Corporate Block, Unipark Suria, Jalan Ikram-Uniten, 43000 Kajang, Selangor, Malaysia",ChIJt_YF2UXKzTERkBVeNGde4XM,De Centrum City (BBB),2.979266,101.739063,1,43000,OK,"establishment,general_contractor,point_of_interest"
267,ROOFTOP,"8, Jalan Jelok Indah 9, Taman Jelok Indah, 43000 Kajang, Selangor, Malaysia",ChIJCRzZkH3MzTER3oaPdPiLtVQ,Metro Point Kajang,2.9916367,101.793722,1,43000,OK,"establishment,point_of_interest,shopping_mall"
268,ROOFTOP,"4, Jalan Tun Abdul Aziz, Seksyen 1, 43000 Kajang, Selangor, Malaysia",ChIJ1d1T94LLzTERtdPxjbCKA4I,Plaza Metro Kajang,2.991428,101.7890791,1,43000,OK,"establishment,point_of_interest,shopping_mall"
269,GEOMETRIC_CENTER,"Lot G02 Ground Floor Aeon Bukit Tinggi Shopping Center 41200 Klang Selangor MY, 41200, Selangor, Malaysia",ChIJVWTHIH2szTERTPzLGKUrqp8,ÆON Bukit Tinggi Shopping Centre at Klang,2.9945449,101.4442512,1,41200,OK,"establishment,point_of_interest,store"
270,ROOFTOP,"LOT F24 & F24A FIRST FLOOR AEON, Bukit Raja Shopping Centre, Persiaran, Bandar Baru Klang, 41150 Klang, Selangor, Malaysia",ChIJM0CH3htTzDERCyfD9Q6qhns,ÆON Bukit Raja Shopping Centre,3.060904,101.4721776,1,41150,OK,"establishment,point_of_interest,store"
271,GEOMETRIC_CENTER,"Lot G02 Ground Floor Aeon Bukit Tinggi Shopping Center 41200 Klang Selangor MY, 41200, Selangor, Malaysia",ChIJVWTHIH2szTERTPzLGKUrqp8,ÆON Bukit Tinggi Shopping Centre,2.9945449,101.4442512,1,41200,OK,"establishment,point_of_interest,store"
272,ROOFTOP,"Santos Degollado S/N, San Antonio, 32130 Cd Juárez, Chih., Mexico",ChIJcck7gyBZ54YRn6GCEhGCxnQ,Centro Mall,31.7413442,-106.487459,1,32130,OK,"establishment,movie_theater,point_of_interest"
273,GEOMETRIC_CENTER,"Jalan Klang Sentral, Klang Sentral, Meru, 41050 Klang, Selangor, Malaysia",ChIJTdnufvlTzDERZQvBWAsIeiQ,Galleri Klang Sentral,3.10778,101.439359,1,41050,OK,"establishment,point_of_interest,shopping_mall"
274,GEOMETRIC_CENTER,"Jalan Kasuarina 1, Bandar Botanic Capital, 41200 Klang, Selangor, Malaysia",ChIJAe8qC2OszTERJkZ2cS77y9Q,GM Klang Wholesale City,2.990741,101.4505,1,41200,OK,"establishment,point_of_interest,shopping_mall"
275,ROOFTOP,"23094 Perdido Beach Blvd, Orange Beach, AL 36561, USA",ChIJf6SKkzwEmogRDPEUqGu7wwU,Harbour Place,30.257597,-87.630054,1,36561,OK,"establishment,point_of_interest"
276,GEOMETRIC_CENTER,"Kawasan 17, 41050 Klang, Selangor, Malaysia",ChIJd3HmqG1TzDER96-aEJZcJME,Klang Parade,3.0637041,101.4537463,1,41050,OK,"establishment,point_of_interest,shopping_mall"
277,GEOMETRIC_CENTER,"Jalan Raja Hassan, Kawasan 18, 41300 Klang, Selangor, Malaysia",ChIJQcIJ_kRTzDER2eg--Tj2UgE,Shaw Centrepoint,3.04847,101.4477502,1,41300,OK,"establishment,point_of_interest,shopping_mall"
278,ROOFTOP,"1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",ChIJL-Qvn9JOzDERBLmeTTrrgf0,1 Utama Shopping Centre in Petaling Jaya,3.1505609,101.6149799,2,47800,OK,"establishment,point_of_interest,shopping_mall"
279,ROOFTOP,"L1.70 & L1.71 Amcorp Mall NO 18 PERSIARAN BARAT, OFF, Jalan Timur, Pjs 52, 46000 Petaling Jaya, Selangor, Malaysia",ChIJdSIb_tpLzDERcjJeJAOEhNI,AmCorp Mall,3.10502,101.647099,1,46000,OK,"establishment,point_of_interest,store"
280,GEOMETRIC_CENTER,"Jalan SS 22/23, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",ChIJ8bk3pUxJzDERrFejLGpKfIg,Atria Shopping Gallery,3.127175,101.616584,1,47400,OK,"establishment,point_of_interest,shopping_mall"
281,ROOFTOP,"1, Jalan PJU 1a/48, Pusat Perdagangan Dana 1, 47301 Petaling Jaya, Selangor, Malaysia",ChIJgy-5zSlMzDERHBFPl7YJ7Zs,Citta Mall,3.1120389,101.5786661,1,47301,OK,"establishment,point_of_interest,shopping_mall"
282,ROOFTOP,"2A, Jalan PJU 7/3, Mutiara Damansara, 47810 Petaling Jaya, Selangor, Malaysia",ChIJZZhVVylPzDERjN8fzOYOJeg,eCurve,3.1567434,101.6097603,2,47810,OK,"establishment,point_of_interest,shopping_mall"
283,ROOFTOP,"22 Kota Damansara, Pusat Perdagangan, 19, Jalan PJU 5/20e, Pju 5 Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",ChIJ_QZk0CFPzDERh2npbnmrS7g,Encorp Strand Mall,3.1554957,101.5936882,1,47810,OK,"establishment,point_of_interest,shopping_mall"
284,ROOFTOP,"D - 2 - 7, Jalan PJU 1A/4, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",ChIJpbkDxCZMzDERkKzyJKOd8Ko,Evolve Concept Mall,3.110669,101.5867705,1,47301,OK,"establishment,point_of_interest,shopping_mall"
285,ROOFTOP,"2, Jalan PJU 7/2, Mutiara Damansara, 47800 Petaling Jaya, Selangor, Malaysia",ChIJ-cmvnSxPzDERfLpSJ6vXRcE,IKEA Damansara,3.1570193,101.6129327,1,47800,OK,"establishment,home_goods_store,point_of_interest,store"
286,ROOFTOP,"2, Jalan PJU 7/2, Mutiara Damansara, 47800 Petaling Jaya, Selangor, Malaysia",ChIJifbmvytPzDERJYP7-uuIvJk,IPC Shopping Centre,3.1559622,101.6113335,1,47800,OK,"establishment,point_of_interest,premise"
287,GEOMETRIC_CENTER,"Jalan 14/17, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",ChIJL1DQlOBLzDERdyz6BPjUSxY,Jaya Shopping Centre,3.109268,101.637146,1,46100,OK,"establishment,food,grocery_or_supermarket,point_of_interest,shopping_mall,store,supermarket"
288,ROOFTOP,"1, Jalan SS 7/26a, Ss 7, 47301 Petaling Jaya, Selangor, Malaysia",ChIJDZNKSRhMzDERhJVpBl2HvHU,Paradigm Mall,3.1050808,101.5960603,1,47301,OK,"establishment,point_of_interest,shopping_mall"
289,ROOFTOP,"No. 2, Jalan PJU 5/14, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",ChIJMaQVaOBOzDER9CQ0pux-nz4,Sunway Giza Mall,3.1508743,101.5916407,1,47810,OK,"establishment,point_of_interest,shopping_mall"
290,GEOMETRIC_CENTER,"11901 North Macarthur Boulevard, Suite F1, Oklahoma City, OK 73162, United States",ChIJJ1n8XJ4EsocRW2SXzDvC9Kk,The Curve,35.59128,-97.621423,1,73162,OK,"establishment,health,point_of_interest"
291,ROOFTOP,"10148 Culebra Rd, San Antonio, TX 78251, USA",ChIJ459u0u9DXIYR07bguwgGcrQ,The Starling,29.488095,-98.690735,1,78251,OK,"establishment,point_of_interest"
292,ROOFTOP,"3, Jalan SS 20/27, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",ChIJQd-9d0hJzDER65xpZRO9F6c,3 Damansara Shopping Mall,3.130799,101.627043,1,47400,OK,"establishment,point_of_interest,shopping_mall"
293,ROOFTOP,"1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",ChIJL-Qvn9JOzDERBLmeTTrrgf0,1 Utama,3.1505609,101.6149799,1,47800,OK,"establishment,point_of_interest,shopping_mall"
294,ROOFTOP,"1, Persiaran Anggun, Taman Anggun, 48000 Rawang, Selangor, Malaysia",ChIJDzRSAtpCzDERsUSmAm_xnnU,ÆON Rawang Anggun Shopping Centre,3.3166566,101.5364743,1,48000,OK,"department_store,establishment,point_of_interest,shopping_mall,store"
295,GEOMETRIC_CENTER,"Lebuhraya Selayang - Kepong, Taman Selayang Utama, 52100 Kuala Lumpur, Selangor, Malaysia",ChIJg3PYtmBGzDERdVqsZizorps,Selayang Mall,3.2370081,101.6444084,1,52100,OK,"establishment,point_of_interest,shopping_mall"
296,ROOFTOP,"Lebuhraya Selayang - Kepong, Taman Selayang Jaya, 68100 Batu Caves, Selangor, Malaysia",ChIJB7PPIfBGzDER53eMOaP71Y4,Selayang Capitol Complex,3.2405294,101.6483121,1,68100,OK,"establishment,premise"
297,GEOMETRIC_CENTER,"Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",ChIJn_QIW_u2zTERR19CqNnhQCA,D'Pulze Shopping Centre,2.9221685,101.6509936,1,63000,OK,"establishment,point_of_interest,shopping_mall"
298,GEOMETRIC_CENTER,"Lebuhraya Klia Extension, 43900 Klia, Selangor, Malaysia",ChIJT9FTwpW_zTERH9f-OJEKg0Q,Gateway@KLIA2,2.7440889,101.6856391,1,43900,OK,"establishment,point_of_interest,shopping_mall"
299,GEOMETRIC_CENTER,"Persiaran Sepang, Cyber 11, 63000 Cyberjaya, Selangor, Malaysia",ChIJyxGIeNu2zTERFbLcWSCIHKA,Gem In Mall,2.9222215,101.6344813,1,63000,OK,"establishment,point_of_interest,shopping_mall"
300,ROOFTOP,"Persiaran Komersial, 64000 Klia, Selangor, Malaysia",ChIJDXMXsz2_zTERvT6djfbjm9w,Mitsui Outlet Park KLIA Sepang,2.779259,101.676584,1,64000,OK,"establishment,point_of_interest,shopping_mall"
301,APPROXIMATE,"Shaftsbury Square, 63000 Cyberjaya, Selangor, Malaysia",ChIJG3xmI1a2zTERGiNTMW1dQS8,Shaftsbury Square,2.922597,101.6618951,1,63000,OK,"political,sublocality,sublocality_level_1"
302,GEOMETRIC_CENTER,"Jln Akuatik 13/64, Seksyen 13, 40100 Shah Alam, Selangor, Malaysia",ChIJ5U48LKBNzDER-vfQfcuk_44,ÆON Mall Shah Alam,3.0760873,101.5482578,1,40100,OK,"establishment,point_of_interest,shopping_mall"
303,GEOMETRIC_CENTER,"Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",ChIJrbQvOIFSzDERMQTWyIJi8Nw,Anggerik Mall,3.071168,101.5198705,1,40000,OK,"establishment,point_of_interest,shopping_mall"
304,ROOFTOP,"IRDKL Mall Jalan Serai Wangi, K, 16, K, Alam Avenue 2, Seksyen 16, 40000 Shah Alam, Selangor, Malaysia",ChIJBVu66edSzDER85Cm-sKoONM,IRDKL Mall,3.0565256,101.4897321,2,40000,OK,"establishment,movie_theater,point_of_interest"
305,GEOMETRIC_CENTER,"Persiaran Tasik, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",ChIJQ435kYZSzDERvs0A5EFX4Xs,Kompleks PKNS Shah Alam,3.07075,101.51703,1,40000,OK,"establishment,point_of_interest,shopping_mall"
306,GEOMETRIC_CENTER,"Jalan Pinang A 18/A, Seksyen 18, 40200 Shah Alam, Selangor, Malaysia",ChIJJ8JxFq9SzDEREvPGO4swtoU,Ole-Ole Shopping Centre,3.0434025,101.5172976,1,40200,OK,"establishment,parking,point_of_interest"
